rater_id,canonical_name,groups,expertise_level,t_mean,t_sd,ell_mean,ell_sd,n_labels,pos_rate
0,Aaron F. Struck,"[""Bonobo"", ""profiler_iiic"", ""sparcnet50K""]",expert,-0.08196686940713545,0.0022555686340107726,1.8724106687672766,0.01628195437271772,16324,0.5561749571183533
6,Aline Herlopian,"[""Super8"", ""sparcnet50K""]",expert,-0.06744045574427958,0.0018448099444906168,2.1244684388750197,0.01664987922449916,16831,0.5078129641732517
10,Andres Rodriguez,"[""sparcnet50K""]",expert,-0.29969766433576916,0.007194013122298555,1.5264612447820192,0.03264765992794801,3271,0.2782023845918679
16,Arcot Jayagopal Lakshman Narain,"[""sparcnet50K""]",expert,-0.04202391536038878,0.0027716692794194815,2.0776867791928773,0.025260430634422387,6259,0.5830004793097939
20,Brian Appavu,"[""sparcnet50K""]",expert,-0.044375332652443394,0.005172387280755206,1.0760505212189642,0.022727578429798313,9800,0.5037755102040816
26,Christa Swisher,"[""sparcnet50K""]",expert,-0.10279765490676299,0.0051565928519563976,1.7977198994728463,0.031984977928102336,3804,0.40457413249211355
38,Deepti Zutshi,"[""sparcnet50K""]",expert,0.16102978642049023,0.01620259331697526,1.611488733300705,0.08187609083273359,518,0.7741312741312741
42,Eddy Amorim,"[""sparcnet50K""]",expert,0.36396466182532633,0.048643269138560236,1.3789301269013152,0.0848517010050689,515,0.9864077669902913
46,Emily Gilmore,"[""sparcnet50K""]",expert,-0.1804877727675626,0.007321170115616614,1.5963320385160145,0.041515140800816926,2266,0.3706972639011474
47,Emily Johnson,"[""sparcnet50K""]",expert,0.07622074868668735,0.0025130160670403727,2.0935078810919157,0.02099284027161569,9864,0.6546025952960259
49,Eric S. Rosenthal,"[""sparcnet50K""]",expert,0.24026833364523623,0.013057749927296953,1.004276413864165,0.03511557829135994,2699,0.7213782882549092
60,Gamal Osman,"[""Bonobo"", ""sparcnet50K""]",expert,-0.2392170461286691,0.004028953015227321,1.543424547298805,0.020003117580507587,8844,0.3085707824513795
63,Gireesh Elakkat,"[""sparcnet50K""]",expert,0.14930500168458705,0.02974211896085624,1.4369483159411036,0.14269147544764932,198,0.7777777777777778
66,Hiba A. Haider,"[""Bonobo"", ""sparcnet50K""]",expert,-0.016847650016578234,0.003560950410769807,1.9492446516778559,0.02672193243460318,5818,0.5476108628394637
67,Holmes Manisha,"[""sparcnet50K""]",expert,-0.1423986558493203,0.011458327980770865,1.266617696824112,0.05730383143226119,1372,0.46938775510204084
70,Ioannis Karakis,"[""Super8"", ""sparcnet50K""]",expert,0.186527736852967,0.003478234265272503,1.439185933204334,0.01456990599978532,16531,0.7794446796926986
72,Jay Pathmanathan,"[""sparcnet50K""]",expert,0.003675754768475811,0.012060435877621234,1.4260321773267528,0.06910198544657298,1001,0.6093906093906094
