rater_id,canonical_name,groups,expertise_level,t_mean,t_sd,ell_mean,ell_sd,n_labels,pos_rate,n_tasks
0,Aaron F. Struck,"[""Bonobo"", ""profiler_iiic"", ""sparcnet50K""]",expert,-0.940476149536474,0.017102806187738455,0.2999374218379568,0.018578683120909288,16324,0.09660622396471454,6
5,Alice Lam,"[""Super8"", ""sparcnet50K""]",expert,0.6698299725842206,0.03612117300908567,2.55560513100219,0.1829111461387976,418,0.8086124401913876,6
6,Aline Herlopian,"[""Super8"", ""sparcnet50K""]",expert,-0.8843595285520394,0.017694344641704014,0.23717345791242408,0.01812954999675405,16831,0.09262670073079436,6
8,Ammar Kheder,"[""sparcnet50K""]",expert,0.8517742820456565,0.04709446399031153,2.996328722267007,0.3400206922526721,205,0.8926829268292683,5
10,Andres Rodriguez,"[""sparcnet50K""]",expert,-0.8090081699627756,0.07185738175662712,0.48865240514751607,0.06344040291429037,3271,0.027514521553041883,5
16,Arcot Jayagopal Lakshman Narain,"[""sparcnet50K""]",expert,-1.355763848123528,0.04548645093653779,-0.25598877272698806,0.037734433652076925,6259,0.0632688927943761,5
19,Brendan Thomas,"[""sparcnet50K""]",experienced,0.8519003941145725,0.1699154464877089,2.580486400967401,0.7017930646727011,246,1.0,5
20,Brian Appavu,"[""sparcnet50K""]",expert,-1.1787578533234422,0.0350960817681548,-0.08399602363737979,0.029506237367971602,9800,0.04663265306122449,5
22,Carlos Muniz,"[""sparcnet50K""]",expert,0.8144269707864404,0.030187420965625614,3.0,0.23842726139171536,767,0.9256844850065189,5
23,Catherine Chu,"[""sparcnet50K""]",expert,1.144042027301198,0.06551379474569306,2.923195975552784,0.3938246242032143,290,0.9793103448275862,5
26,Christa Swisher,"[""sparcnet50K""]",expert,-0.6881624033111989,0.05171607048694182,0.8401553650736873,0.07573790460085088,3804,0.02392218717139853,5
28,Christine Scott,"[""sparcnet50K""]",experienced,1.0709028424343887,0.09650329983393291,3.0,0.5833512265175833,419,0.9976133651551312,5
29,Christopher McGraw,"[""sparcnet50K""]",expert,0.10503949810887349,0.2754177934287332,1.734689296150079,0.4688657318560874,117,0.7435897435897436,5
38,Deepti Zutshi,"[""sparcnet50K""]",expert,-0.5540381397309102,0.10387666638492339,0.5407113437175598,0.11645711501522026,518,0.0694980694980695,5
