rater_id,canonical_name,groups,expertise_level,t_mean,t_sd,ell_mean,ell_sd,n_labels,pos_rate
0,Aaron F. Struck,"[""Bonobo"", ""profiler_iiic"", ""sparcnet50K""]",expert,0.5562771119342579,0.0014530924641112935,2.738834240403154,0.022797604588506683,16324,0.10640774320019603
6,Aline Herlopian,"[""Super8"", ""sparcnet50K""]",expert,0.5709457115561212,0.0013867382258325677,2.7127957651284498,0.021790088053388047,16831,0.12821579228803992
10,Andres Rodriguez,"[""sparcnet50K""]",expert,0.49358669015667755,0.003781884778811459,2.4351875375374274,0.04231427448862233,3271,0.11219810455518191
16,Arcot Jayagopal Lakshman Narain,"[""sparcnet50K""]",expert,0.5566826827014711,0.001866705060270799,3.0,0.037414492473156306,6259,0.09761942802364595
20,Brian Appavu,"[""sparcnet50K""]",expert,0.5085470684062534,0.002336953598815139,2.4545384151378498,0.025497275922304108,9800,0.08908163265306122
26,Christa Swisher,"[""sparcnet50K""]",expert,0.5358486348926256,0.00269388526966148,2.8005052101113286,0.042451792830711065,3804,0.13117770767613038
38,Deepti Zutshi,"[""sparcnet50K""]",expert,0.5782988615450437,0.006351802357936769,2.873568149774369,0.12653439375295514,518,0.12548262548262548
46,Emily Gilmore,"[""sparcnet50K""]",expert,0.4867050912722587,0.00477746458220063,2.585954820461083,0.05357716732588947,2266,0.061341571050308914
47,Emily Johnson,"[""sparcnet50K""]",expert,0.5515907733063319,0.0014301779037234114,3.0,0.02762349267471515,9864,0.1275344687753447
49,Eric S. Rosenthal,"[""sparcnet50K""]",expert,0.5694272991472011,0.005390808362969508,2.092196613136866,0.03529356833309927,2699,0.17895516858095592
60,Gamal Osman,"[""Bonobo"", ""sparcnet50K""]",expert,0.4844296500566768,0.002259431636907861,2.7031427384498863,0.029717990329507983,8844,0.06524197195838986
63,Gireesh Elakkat,"[""sparcnet50K""]",expert,0.4968707718551481,0.016710946197444714,2.291607758766166,0.15411373231175957,198,0.09090909090909091
66,Hiba A. Haider,"[""Bonobo"", ""sparcnet50K""]",expert,0.5757463212043401,0.0018943501917246242,2.8815108558502485,0.03433673464795295,5818,0.18288071502234446
67,Holmes Manisha,"[""sparcnet50K""]",expert,0.5066945990040868,0.006121261897943179,2.497877798916227,0.06852179176691324,1372,0.0641399416909621
70,Ioannis Karakis,"[""Super8"", ""sparcnet50K""]",expert,0.6118844865832802,0.0012510002633462824,2.8211273069276848,0.019965188099886958,16531,0.16919726574314922
72,Jay Pathmanathan,"[""sparcnet50K""]",expert,0.5328571266777659,0.004744998240529377,2.9559648043623867,0.0840232644768261,1001,0.0989010989010989
73,Jenn Kim,"[""New28"", ""sparcnet50K""]",experienced,0.5637797380234563,0.0023020598014060582,2.6279328605175505,0.033493318507508175,5452,0.171496698459281
76,Ji Yeoun Yoo,"[""Bonobo"", ""sparcnet50K""]",expert,0.5281812417571011,0.0043364898062380934,3.0,0.08178120898171846,1474,0.05223880597014925
78,Jin Jing,"[""New28"", ""sparcnet50K""]",experienced,0.5422374853075735,0.0027581728790663372,3.0,0.049695900656125794,5550,0.045585585585585585
79,Jonathan J. Halford,"[""Super8"", ""sparcnet50K""]",expert,0.5931008762497287,0.0015595932317480528,2.558382867670915,0.019043439304821403,13143,0.1804002130411626
80,Jong Woo Lee,"[""sparcnet50K""]",expert,0.5296228358908709,0.003263191677570782,2.619176728051886,0.045274751254853855,3006,0.12874251497005987
97,M. Brandon Westover,"[""Super8"", ""profiler_iiic"", ""sparcnet50K""]",expert,0.5714891068138029,0.0011051697901419233,3.0,0.023063265347117588,21016,0.10996383707651314
98,Mackenzie C. Cervenka,"[""sparcnet50K""]",expert,0.5399684642965195,0.003451646358974531,2.503709367231108,0.04416771459612437,3394,0.09752504419563936
100,Marcus Ng,"[""Super8"", ""sparcnet50K""]",expert,0.5555632144192726,0.0013692010132037278,3.0,0.027284708522294955,12965,0.1061318935595835
109,Mo Shafi,"[""New28"", ""sparcnet50K""]",expert,0.5125939024198386,0.011831878416109685,2.805695405072505,0.15133295471917324,340,0.04411764705882353
110,Mohammad Tabaeizadeh F.,"[""sparcnet50K""]",expert,0.5496798752875156,0.005420993094773775,2.38906271448338,0.03916669235976234,2663,0.08374014269620729
112,Monica Dhakar,"[""sparcnet50K""]",expert,0.5078958783170175,0.00260998876961989,2.519664501550278,0.03165080903486721,6484,0.10579888957433684
115,Nicolas Gaspard,"[""sparcnet50K""]",expert,0.5256821787989893,0.003077940956988816,2.5598773407733146,0.04208132737934419,3535,0.14794908062234796
120,Olga Taraschenko,"[""Bonobo"", ""sparcnet50K""]",expert,0.5169220964389615,0.002927406500523677,2.4730958902434566,0.03286045839328225,6256,0.07352941176470588
125,Peter Kaplan,"[""New28"", ""sparcnet50K""]",expert,0.505780754090796,0.0023945518703876547,2.8325538578445313,0.03512293185425373,6781,0.05412181094233889
175,Rani Sarkis,"[""New28"", ""sparcnet50K""]",expert,0.5629064226542614,0.0015715032705973977,3.0,0.0302737062977547,8938,0.12967106735287537
180,Sahar Zafar,"[""New28"", ""profiler_iiic"", ""sparcnet50K""]",expert,0.5016126944335841,0.003164557920840003,2.402853209545539,0.030859133843421052,7590,0.07338603425559947
185,Sarah Schmitt,"[""Bonobo"", ""sparcnet50K""]",expert,0.5775350478005343,0.0019929342787644417,2.8147526120498503,0.034997447110879445,5950,0.16974789915966387
192,Sue Herman,"[""sparcnet50K""]",expert,0.5449809854431515,0.0036737592158121936,3.0,0.07822497500338099,1333,0.13578394598649662
204,Zubeda Sheikh,"[""Bonobo"", ""sparcnet50K""]",expert,0.5557250142789563,0.0019782467078984967,2.9091515734282867,0.03668991624010901,6259,0.0979389678862438
10043096,centaur_43096,"[""Centaur""]",novice,-0.40490915598992044,0.11392267983762025,0.15271971174292048,0.10220483405294868,188,0.09042553191489362
10075969,centaur_75969,"[""Centaur""]",novice,-0.8620184242709419,0.09499818729461701,0.13308291385125462,0.061783683787840694,523,0.03441682600382409
10112839,centaur_112839,"[""Centaur""]",expert,0.2540082841044584,0.08267086194817141,0.4825877044845119,0.16841649269564457,123,0.21951219512195122
10123180,centaur_123180,"[""Centaur""]",unknown,0.5042131522092105,0.004022380728711699,2.8749850044240297,0.06729157293978671,1248,0.13381410256410256
10123559,centaur_123559,"[""Centaur""]",novice,0.30955196259529316,0.012714212932669637,0.523095380523453,0.028109648980182124,4780,0.2290794979079498
10132535,centaur_132535,"[""Centaur""]",novice,-0.13782693470635207,0.09890810086611958,0.29601333879240216,0.11915580837996156,155,0.12903225806451613
10154419,centaur_154419,"[""Centaur""]",novice,0.03958855563396535,0.05490338068339464,0.2612648632919415,0.07751120957716434,468,0.1794871794871795
10187180,centaur_187180,"[""Centaur""]",novice,0.285882844101456,0.014167646632167819,0.8196281075712398,0.03581664572789266,2580,0.16782945736434107
10191971,centaur_191971,"[""Centaur""]",borderline,-0.4159321639447191,0.06503633963484616,0.29689371569310413,0.05947098964739884,561,0.06417112299465241
10202841,centaur_202841,"[""Centaur""]",unknown,0.6126132887930027,0.025646780186728953,1.3029378802743896,0.16869797047864937,242,0.3677685950413223
10235741,centaur_235741,"[""Centaur""]",unknown,0.09993171327011391,0.08622854695157192,0.4536964897246875,0.14829864745989763,132,0.17424242424242425
10268686,centaur_268686,"[""Centaur""]",unknown,0.3586174944369605,0.036762951398938856,1.1421403483636785,0.12910894539358558,200,0.175
10268689,centaur_268689,"[""Centaur""]",unknown,0.4884938118240667,0.01298669859915998,2.0210283283027515,0.10817104545934877,381,0.14698162729658792
10273445,centaur_273445,"[""Centaur""]",unknown,0.4563807359389427,0.025551799507561004,1.974863335852553,0.18898375717803043,116,0.14655172413793102
