rater_id,canonical_name,groups,expertise_level,t_mean,t_sd,ell_mean,ell_sd,n_labels,pos_rate
0,Aaron F. Struck,"[""Bonobo"", ""profiler_iiic"", ""sparcnet50K""]",expert,0.0190811691514086,0.0018264741159430063,2.5137179752914633,0.024698927758986085,16324,0.10640774320019603
6,Aline Herlopian,"[""Super8"", ""sparcnet50K""]",expert,0.03659176349284576,0.0018339318320054635,2.4265614775943605,0.024363980025698926,16831,0.12821579228803992
10,Andres Rodriguez,"[""sparcnet50K""]",expert,-0.06108071433836434,0.004810711418267051,2.195713735458863,0.04341355625579666,3271,0.11219810455518191
16,Arcot Jayagopal Lakshman Narain,"[""sparcnet50K""]",expert,0.02493954868387697,0.0019991544485662926,3.0,0.038790506443530166,6259,0.09761942802364595
20,Brian Appavu,"[""sparcnet50K""]",expert,-0.04088015767879545,0.0029477183269360115,2.2272100232157768,0.026896232696250726,9800,0.08908163265306122
26,Christa Swisher,"[""sparcnet50K""]",expert,-0.006098574406488735,0.0033115724447697935,2.595621377654512,0.042999810853409745,3804,0.13117770767613038
38,Deepti Zutshi,"[""sparcnet50K""]",expert,0.044289568167105345,0.008744506556235095,2.527308766571469,0.12941506068920317,518,0.12548262548262548
46,Emily Gilmore,"[""sparcnet50K""]",expert,-0.07288587570022392,0.006177536803883509,2.3259947546769273,0.05313445757507482,2266,0.061341571050308914
47,Emily Johnson,"[""sparcnet50K""]",expert,0.01509346623762685,0.0016797725203568069,2.8631135104664303,0.028249114313794847,9864,0.1275344687753447
49,Eric S. Rosenthal,"[""sparcnet50K""]",expert,0.04014920005892363,0.007882295918191451,1.7254477610175536,0.03644962105010757,2699,0.17895516858095592
60,Gamal Osman,"[""Bonobo"", ""sparcnet50K""]",expert,-0.0704595488414563,0.002833502050063622,2.4775476026182424,0.029409238761122693,8844,0.06524197195838986
66,Hiba A. Haider,"[""Bonobo"", ""sparcnet50K""]",expert,0.04261329599808444,0.0023242951907256585,2.6792430410539794,0.035039637427245224,5818,0.18288071502234446
67,Holmes Manisha,"[""sparcnet50K""]",expert,-0.04864683416656381,0.008159098247113236,2.201657440987789,0.06878179593217132,1372,0.0641399416909621
70,Ioannis Karakis,"[""Super8"", ""sparcnet50K""]",expert,0.08921354757723823,0.0017120487053233103,2.5000550822867074,0.021935886731049067,16531,0.16919726574314922
72,Jay Pathmanathan,"[""sparcnet50K""]",expert,-0.012825876521970378,0.006101488705077686,2.6831313853101477,0.08250174322279676,1001,0.0989010989010989
73,Jenn Kim,"[""New28"", ""sparcnet50K""]",experienced,0.02833967052399636,0.0028616724261553705,2.416646031982428,0.03631887137900533,5452,0.171496698459281
76,Ji Yeoun Yoo,"[""Bonobo"", ""sparcnet50K""]",expert,-0.005489345826152565,0.004590625448232004,3.0,0.08422685765766395,1474,0.05223880597014925
78,Jin Jing,"[""New28"", ""sparcnet50K""]",experienced,0.010431468054628459,0.0030125115810492064,3.0,0.05241709880066081,5418,0.046696197858988556
79,Jonathan J. Halford,"[""Super8"", ""sparcnet50K""]",expert,0.065299398647328,0.002117359401600295,2.2521682062951576,0.02093096382454474,13143,0.1804002130411626
80,Jong Woo Lee,"[""sparcnet50K""]",expert,-0.015276943481725182,0.004104710258188864,2.3887513749315734,0.04651752552226155,3006,0.12874251497005987
97,M. Brandon Westover,"[""Super8"", ""profiler_iiic"", ""sparcnet50K""]",expert,0.04135429599472961,0.001196631794567973,3.0,0.02403567452373808,20884,0.11065887760965332
98,Mackenzie C. Cervenka,"[""sparcnet50K""]",expert,-0.0016190333984935016,0.004445814575744922,2.2508895651787975,0.047791316098435996,3394,0.09752504419563936
100,Marcus Ng,"[""Super8"", ""sparcnet50K""]",expert,0.02234944938660443,0.0014831610803216406,3.0,0.028448557146126114,12965,0.1061318935595835
109,Mo Shafi,"[""New28"", ""sparcnet50K""]",expert,-0.05863976733746763,0.017849994650141757,2.3107509990074244,0.1340612627608289,340,0.04411764705882353
110,Mohammad Tabaeizadeh F.,"[""sparcnet50K""]",expert,0.007638443252137605,0.008301578892036162,1.9618066059852035,0.03984478436636633,2663,0.08374014269620729
112,Monica Dhakar,"[""sparcnet50K""]",expert,-0.04143312314852214,0.003256643754742621,2.3025338734054777,0.03268652797468691,6484,0.10579888957433684
115,Nicolas Gaspard,"[""sparcnet50K""]",expert,-0.020715934026111167,0.003918274076847163,2.313943268693642,0.043805145884161095,3535,0.14794908062234796
120,Olga Taraschenko,"[""Bonobo"", ""sparcnet50K""]",expert,-0.03394598164775273,0.003866268211364596,2.1885047924692613,0.03424251704798591,6256,0.07352941176470588
125,Peter Kaplan,"[""New28"", ""sparcnet50K""]",expert,-0.04279753500624148,0.002979720451623684,2.6141490663560734,0.034829947163896334,6781,0.05412181094233889
175,Rani Sarkis,"[""New28"", ""sparcnet50K""]",expert,0.028603172744238032,0.0018094865940009486,2.8995003154641124,0.03098526450066022,8938,0.12967106735287537
180,Sahar Zafar,"[""New28"", ""profiler_iiic"", ""sparcnet50K""]",expert,-0.055025499139209316,0.004247842347384499,2.1071994672179044,0.0320171070027095,7590,0.07338603425559947
185,Sarah Schmitt,"[""Bonobo"", ""sparcnet50K""]",expert,0.045262717846569545,0.0024811496936872498,2.593153194890098,0.03634323201727874,5950,0.16974789915966387
192,Sue Herman,"[""sparcnet50K""]",expert,0.007327917558361491,0.003986531804005723,3.0,0.07841282594518145,1333,0.13578394598649662
204,Zubeda Sheikh,"[""Bonobo"", ""sparcnet50K""]",expert,0.019242651289835308,0.0024337661580404,2.698947117255333,0.03728647224321109,6259,0.0979389678862438
